% DOF: 3
% dt: 0.0200 s
% units: radians
% columns: time_s, joint_1, joint_2, joint_3
13.421230,0.464702,0.154901,-0.092940
13.441263,0.451436,0.150479,-0.090287
13.461295,0.438192,0.146064,-0.087638
13.481328,0.424996,0.141665,-0.084999
13.501361,0.411871,0.137290,-0.082374
13.521393,0.398842,0.132947,-0.079768
13.541426,0.385934,0.128645,-0.077187
13.561459,0.373172,0.124391,-0.074634
13.581491,0.360581,0.120194,-0.072116
13.601524,0.348184,0.116061,-0.069637
13.621557,0.336007,0.112002,-0.067201
13.641589,0.324065,0.108022,-0.064813
13.661622,0.312302,0.104101,-0.062460
13.681655,0.300626,0.100209,-0.060125
13.701687,0.288945,0.096315,-0.057789
13.721720,0.277167,0.092389,-0.055433
13.741753,0.265202,0.088401,-0.053040
13.761785,0.252957,0.084319,-0.050591
13.781818,0.240341,0.080114,-0.048068
13.801851,0.227262,0.075754,-0.045452
13.821883,0.213628,0.071209,-0.042726
13.841916,0.199348,0.066449,-0.039870
13.861949,0.184330,0.061443,-0.036866
13.881981,0.168483,0.056161,-0.033697
13.902014,0.151765,0.050588,-0.030353
13.922047,0.134420,0.044807,-0.026884
13.942079,0.116789,0.038930,-0.023358
13.962112,0.099215,0.033072,-0.019843
13.982145,0.082039,0.027346,-0.016408
14.002177,0.065603,0.021868,-0.013121
14.022210,0.050250,0.016750,-0.010050
14.042243,0.036320,0.012107,-0.007264
14.062275,0.024157,0.008052,-0.004831
14.082308,0.014101,0.004700,-0.002820
14.102341,0.006495,0.002165,-0.001299
14.122373,0.001681,0.000560,-0.000336
14.142406,0.000000,0.000000,0.000000
